type,type_encoded,Air_Temperature,Process_Temperature,Rotational_Speed,Torque,Tool_Wear,temp_difference,power,wear_degree,Machine_Failure_Type
L,1,298.6,309.3,1677.0,31.2,180.0,10.699999999999989,52322.4,5616.0,none
L,1,298.5,309.2,1504.0,33.7,182.0,10.699999999999989,50684.8,6133.400000000001,none
H,0,298.5,309.1,2051.0,19.0,184.0,10.600000000000023,38969.0,3496.0,none
L,1,298.5,309.1,1474.0,41.3,189.0,10.600000000000023,60876.2,7805.7,none
M,2,298.4,309.0,1507.0,36.1,191.0,10.600000000000023,54402.700000000004,6895.1,none
L,1,298.4,308.9,1496.0,37.9,194.0,10.5,56698.4,7352.599999999999,none
M,2,298.5,309.0,1921.0,22.0,196.0,10.5,42262.0,4312.0,none
L,1,298.5,309.0,1450.0,40.5,199.0,10.5,58725.0,8059.5,none
L,1,298.4,308.9,1402.0,44.8,201.0,10.5,62809.6,9004.8,none
L,1,298.4,308.9,1501.0,50.0,203.0,10.5,75050.0,10150.0,none
L,1,298.5,308.9,1725.0,31.9,205.0,10.399999999999977,55027.5,6539.5,none
H,0,298.5,308.9,1500.0,40.3,207.0,10.399999999999977,60449.99999999999,8342.099999999999,none
H,0,298.5,309.0,1531.0,30.8,212.0,10.5,47154.8,6529.6,none
L,1,298.5,309.0,1458.0,44.8,217.0,10.5,65318.399999999994,9721.599999999999,none
H,0,298.4,308.9,1577.0,37.1,0.0,10.5,58506.700000000004,0.0,none
M,2,298.3,308.9,1363.0,46.1,5.0,10.599999999999966,62834.3,230.5,none
H,0,298.3,308.9,1706.0,31.8,8.0,10.599999999999966,54250.8,254.4,none
M,2,298.3,308.8,1391.0,50.4,13.0,10.5,70106.4,655.1999999999999,none
L,1,298.2,308.8,1616.0,33.7,16.0,10.600000000000023,54459.200000000004,539.2,none
L,1,298.2,308.8,1442.0,47.0,18.0,10.600000000000023,67774.0,846.0,none
M,2,298.2,308.8,1626.0,40.4,20.0,10.600000000000023,65690.4,808.0,none
M,2,298.2,308.7,1426.0,42.6,23.0,10.5,60747.6,979.8000000000001,none
L,1,298.2,308.7,1436.0,49.1,26.0,10.5,70507.6,1276.6000000000001,none
M,2,298.2,308.7,1599.0,36.2,28.0,10.5,57883.8,1013.6000000000001,none
L,1,298.2,308.7,2186.0,17.8,31.0,10.5,38910.8,551.8000000000001,none
L,1,298.3,308.8,1645.0,30.4,33.0,10.5,50008.0,1003.1999999999999,none
L,1,298.2,308.7,1780.0,27.9,35.0,10.5,49662.0,976.5,none
L,1,298.2,308.8,1345.0,44.3,37.0,10.600000000000023,59583.49999999999,1639.1,none
M,2,298.2,308.8,1607.0,31.9,39.0,10.600000000000023,51263.299999999996,1244.1,none
L,1,298.3,308.9,1708.0,28.0,42.0,10.599999999999966,47824.0,1176.0,none
L,1,298.3,308.9,1270.0,52.7,44.0,10.599999999999966,66929.0,2318.8,none
M,2,298.3,308.9,1646.0,25.4,46.0,10.599999999999966,41808.399999999994,1168.3999999999999,none
L,1,298.2,308.7,1407.0,45.1,49.0,10.5,63455.700000000004,2209.9,none
M,2,298.1,308.7,1581.0,47.4,51.0,10.599999999999966,74939.4,2417.4,none
L,1,298.0,308.6,1532.0,42.6,54.0,10.600000000000023,65263.200000000004,2300.4,none
L,1,298.0,308.6,1610.0,33.1,56.0,10.600000000000023,53291.0,1853.6000000000001,none
M,2,298.0,308.5,1682.0,33.0,58.0,10.5,55506.0,1914.0,none
L,1,297.9,308.5,1519.0,34.3,61.0,10.600000000000023,52101.7,2092.2999999999997,none
L,1,297.9,308.5,1683.0,28.5,63.0,10.600000000000023,47965.5,1795.5,none
M,2,298.0,308.6,1254.0,55.8,65.0,10.600000000000023,69973.2,3627.0,none
L,1,298.0,308.5,1461.0,48.0,68.0,10.5,70128.0,3264.0,none
L,1,297.9,308.5,1472.0,45.1,70.0,10.600000000000023,66387.2,3157.0,none
L,1,297.7,308.4,1510.0,38.6,72.0,10.699999999999989,58286.0,2779.2000000000003,none
M,2,297.7,308.3,1547.0,36.8,74.0,10.600000000000023,56929.6,2723.2,none
H,0,297.7,308.4,1418.0,51.9,77.0,10.699999999999989,73594.2,3996.2999999999997,none
L,1,297.7,308.4,1289.0,51.3,82.0,10.699999999999989,66125.7,4206.599999999999,none
L,1,297.7,308.4,1487.0,41.4,84.0,10.699999999999989,61561.799999999996,3477.6,none
L,1,297.7,308.5,1453.0,45.5,86.0,10.800000000000011,66111.5,3913.0,none
M,2,297.8,308.5,1466.0,44.7,88.0,10.699999999999989,65530.200000000004,3933.6000000000004,none
H,0,297.7,308.4,1288.0,49.5,91.0,10.699999999999989,63756.0,4504.5,none
H,0,297.7,308.4,1738.0,27.7,96.0,10.699999999999989,48142.6,2659.2,none
H,0,297.7,308.3,1488.0,41.0,101.0,10.600000000000023,61008.0,4141.0,none
L,1,297.6,308.3,1816.0,28.8,106.0,10.699999999999989,52300.8,3052.8,none
L,1,297.5,308.2,1419.0,48.5,108.0,10.699999999999989,68821.5,5238.0,none
L,1,297.4,308.1,1435.0,45.7,110.0,10.700000000000045,65579.5,5027.0,none
M,2,297.5,308.1,1480.0,42.4,112.0,10.600000000000023,62752.0,4748.8,none
L,1,297.5,308.2,1610.0,33.6,115.0,10.699999999999989,54096.0,3864.0,none
H,0,297.5,308.1,1548.0,38.2,117.0,10.600000000000023,59133.600000000006,4469.400000000001,none
M,2,297.6,308.1,1379.0,57.4,122.0,10.5,79154.59999999999,7002.8,none
M,2,297.5,308.1,1907.0,23.5,125.0,10.600000000000023,44814.5,2937.5,none
M,2,297.5,308.0,2033.0,16.7,128.0,10.5,33951.1,2137.6,none
H,0,297.4,307.9,1390.0,52.0,131.0,10.5,72280.0,6812.0,none
M,2,297.5,307.9,1544.0,37.9,136.0,10.399999999999977,58517.6,5154.4,none
L,1,297.6,308.0,1258.0,57.4,139.0,10.399999999999977,72209.2,7978.599999999999,none
M,2,297.5,308.0,1560.0,39.0,141.0,10.5,60840.0,5499.0,none
H,0,297.6,308.2,2071.0,18.5,144.0,10.599999999999966,38313.5,2664.0,none
L,1,297.6,308.1,1437.0,46.3,149.0,10.5,66533.09999999999,6898.7,none
H,0,297.7,308.2,1489.0,43.0,151.0,10.5,64027.0,6493.0,none
L,1,297.7,308.2,1334.0,53.0,156.0,10.5,70702.0,8268.0,none
L,1,297.7,308.2,1500.0,39.9,158.0,10.5,59850.0,6304.2,none
L,1,297.8,308.3,1498.0,47.3,160.0,10.5,70855.4,7568.0,none
M,2,297.7,308.2,1370.0,53.4,162.0,10.5,73158.0,8650.8,none
H,0,297.7,308.2,1526.0,40.1,165.0,10.5,61192.6,6616.5,none
L,1,297.8,308.3,1477.0,44.8,170.0,10.5,66169.59999999999,7615.999999999999,none
L,1,297.7,308.2,1446.0,43.9,172.0,10.5,63479.4,7550.8,none
M,2,297.7,308.2,1720.0,25.6,174.0,10.5,44032.0,4454.400000000001,none
L,1,297.7,308.1,1734.0,30.7,177.0,10.400000000000034,53233.799999999996,5433.9,none
L,1,297.7,308.1,1697.0,29.1,179.0,10.400000000000034,49382.700000000004,5208.900000000001,none
L,1,297.7,308.2,2007.0,19.3,181.0,10.5,38735.1,3493.3,none
M,2,297.7,308.1,1469.0,48.8,183.0,10.400000000000034,71687.2,8930.4,none
M,2,297.7,308.1,2189.0,15.6,186.0,10.400000000000034,34148.4,2901.6,none
L,1,297.8,308.3,1435.0,50.1,189.0,10.5,71893.5,9468.9,none
H,0,297.9,308.4,1637.0,34.5,191.0,10.5,56476.5,6589.5,none
L,1,298.0,308.5,1664.0,28.3,196.0,10.5,47091.200000000004,5546.8,none
M,2,298.0,308.5,1666.0,31.0,198.0,10.5,51646.0,6138.0,none
L,1,298.0,308.5,1404.0,46.6,201.0,10.5,65426.4,9366.6,none
L,1,298.0,308.5,1702.0,26.7,203.0,10.5,45443.4,5420.099999999999,none
L,1,298.1,308.6,1439.0,44.9,205.0,10.5,64611.1,9204.5,none
L,1,298.1,308.6,1354.0,53.9,207.0,10.5,72980.59999999999,11157.3,OSF
M,2,298.2,308.7,1361.0,44.2,0.0,10.5,60156.200000000004,0.0,none
M,2,298.1,308.5,1463.0,45.9,3.0,10.399999999999977,67151.7,137.7,none
H,0,298.1,308.4,1515.0,43.8,6.0,10.299999999999955,66357.0,262.79999999999995,none
L,1,298.0,308.4,1432.0,46.2,11.0,10.399999999999977,66158.40000000001,508.20000000000005,none
L,1,298.0,308.4,1911.0,22.0,13.0,10.399999999999977,42042.0,286.0,none
L,1,298.0,308.4,1472.0,42.0,15.0,10.399999999999977,61824.0,630.0,none
M,2,298.1,308.5,1382.0,54.5,17.0,10.399999999999977,75319.0,926.5,none
L,1,298.1,308.5,1665.0,29.6,20.0,10.399999999999977,49284.0,592.0,none
L,1,298.1,308.5,1676.0,30.5,22.0,10.399999999999977,51118.0,671.0,none
M,2,298.0,308.5,1585.0,33.0,24.0,10.5,52305.0,792.0,none
M,2,298.1,308.6,1415.0,46.3,27.0,10.5,65514.49999999999,1250.1,none
L,1,298.1,308.7,1341.0,55.7,30.0,10.599999999999966,74693.7,1671.0,none
L,1,298.2,308.8,1540.0,34.8,32.0,10.600000000000023,53591.99999999999,1113.6,none
H,0,298.2,308.8,1837.0,28.4,34.0,10.600000000000023,52170.799999999996,965.5999999999999,none
L,1,298.2,308.8,1498.0,36.0,39.0,10.600000000000023,53928.0,1404.0,none
L,1,298.1,308.7,1671.0,28.8,41.0,10.599999999999966,48124.8,1180.8,none
L,1,298.0,308.6,1430.0,57.0,43.0,10.600000000000023,81510.0,2451.0,none
L,1,298.0,308.7,1619.0,40.1,45.0,10.699999999999989,64921.9,1804.5,none
M,2,298.0,308.7,1430.0,51.9,47.0,10.699999999999989,74217.0,2439.2999999999997,none
L,1,298.0,308.6,1626.0,33.3,50.0,10.600000000000023,54145.799999999996,1664.9999999999998,none
L,1,298.0,308.7,1443.0,49.3,52.0,10.699999999999989,71139.9,2563.6,none
L,1,298.0,308.6,1481.0,42.5,54.0,10.600000000000023,62942.5,2295.0,none
M,2,298.1,308.7,1527.0,43.0,56.0,10.599999999999966,65661.0,2408.0,none
M,2,298.1,308.7,1315.0,56.8,59.0,10.599999999999966,74692.0,3351.2,none
M,2,298.1,308.8,1433.0,48.2,62.0,10.699999999999989,69070.6,2988.4,none
M,2,298.1,308.8,1378.0,53.5,65.0,10.699999999999989,73723.0,3477.5,none
L,1,298.1,308.8,1432.0,43.4,68.0,10.699999999999989,62148.799999999996,2951.2,none
M,2,298.1,308.8,1394.0,47.9,70.0,10.699999999999989,66772.59999999999,3353.0,none
H,0,298.0,308.8,1411.0,53.8,73.0,10.800000000000011,75911.8,3927.3999999999996,none
L,1,298.1,308.9,2136.0,15.9,78.0,10.799999999999955,33962.4,1240.2,none
M,2,298.2,309.0,1446.0,45.8,80.0,10.800000000000011,66226.8,3664.0,none
H,0,298.1,308.9,1388.0,53.5,83.0,10.799999999999955,74258.0,4440.5,none
M,2,298.1,308.9,1323.0,51.7,88.0,10.799999999999955,68399.1,4549.6,none
L,1,298.2,309.0,1780.0,29.3,91.0,10.800000000000011,52154.0,2666.3,none
M,2,298.1,308.8,1434.0,41.8,93.0,10.699999999999989,59941.2,3887.3999999999996,none
M,2,298.0,308.7,1494.0,42.6,96.0,10.699999999999989,63644.4,4089.6000000000004,none
H,0,298.0,308.7,1536.0,39.6,99.0,10.699999999999989,60825.600000000006,3920.4,none
M,2,298.0,308.7,1392.0,53.4,104.0,10.699999999999989,74332.8,5553.599999999999,none
H,0,298.2,309.0,1360.0,56.8,107.0,10.800000000000011,77248.0,6077.599999999999,none
L,1,298.4,309.2,1583.0,35.4,112.0,10.800000000000011,56038.2,3964.7999999999997,none
L,1,298.5,309.2,1983.0,20.2,114.0,10.699999999999989,40056.6,2302.7999999999997,none
L,1,298.5,309.3,1630.0,33.3,116.0,10.800000000000011,54278.99999999999,3862.7999999999997,none
M,2,298.5,309.3,1692.0,26.7,118.0,10.800000000000011,45176.4,3150.6,none
L,1,298.4,309.1,1417.0,40.6,121.0,10.700000000000045,57530.200000000004,4912.6,none
L,1,298.4,309.1,1579.0,36.1,123.0,10.700000000000045,57001.9,4440.3,none
M,2,298.4,309.2,1399.0,45.2,125.0,10.800000000000011,63234.8,5650.0,none
M,2,298.4,309.2,1414.0,46.4,128.0,10.800000000000011,65609.59999999999,5939.2,none
L,1,298.5,309.3,1570.0,40.1,131.0,10.800000000000011,62957.0,5253.1,none
M,2,298.5,309.3,1552.0,36.8,133.0,10.800000000000011,57113.6,4894.4,none
L,1,298.6,309.4,1440.0,48.2,136.0,10.799999999999955,69408.0,6555.200000000001,none
M,2,298.6,309.4,1460.0,43.8,138.0,10.799999999999955,63947.99999999999,6044.4,none
L,1,298.6,309.4,1471.0,48.0,141.0,10.799999999999955,70608.0,6768.0,none
L,1,298.6,309.3,1702.0,27.6,143.0,10.699999999999989,46975.200000000004,3946.8,none
L,1,298.6,309.4,1375.0,55.4,145.0,10.799999999999955,76175.0,8033.0,none
L,1,298.6,309.4,1698.0,33.2,147.0,10.799999999999955,56373.600000000006,4880.400000000001,none
H,0,298.6,309.4,1439.0,47.1,149.0,10.799999999999955,67776.90000000001,7017.900000000001,none
M,2,298.6,309.4,1774.0,27.5,154.0,10.799999999999955,48785.0,4235.0,none
M,2,298.7,309.4,1375.0,48.3,157.0,10.699999999999989,66412.5,7583.099999999999,none
L,1,298.7,309.5,1446.0,40.0,160.0,10.800000000000011,57840.0,6400.0,none
M,2,298.7,309.6,1455.0,46.8,162.0,10.900000000000034,68094.0,7581.599999999999,none
L,1,298.8,309.6,1523.0,41.9,165.0,10.800000000000011,63813.7,6913.5,none
M,2,298.8,309.6,1692.0,31.9,167.0,10.800000000000011,53974.799999999996,5327.3,none
M,2,298.8,309.6,1693.0,33.3,170.0,10.800000000000011,56376.899999999994,5660.999999999999,none
L,1,298.8,309.6,1890.0,24.0,173.0,10.800000000000011,45360.0,4152.0,none
H,0,298.9,309.6,1600.0,33.5,175.0,10.700000000000045,53600.0,5862.5,none
M,2,298.9,309.6,1434.0,43.8,180.0,10.700000000000045,62809.2,7883.999999999999,none
L,1,298.9,309.6,1365.0,50.9,183.0,10.700000000000045,69478.5,9314.699999999999,none
H,0,298.8,309.6,1309.0,57.4,185.0,10.800000000000011,75136.59999999999,10619.0,none
H,0,298.9,309.6,1546.0,35.3,190.0,10.700000000000045,54573.799999999996,6706.999999999999,none
L,1,298.9,309.6,1663.0,33.7,195.0,10.700000000000045,56043.100000000006,6571.500000000001,none
L,1,298.9,309.6,1589.0,34.2,197.0,10.700000000000045,54343.8,6737.400000000001,none
M,2,298.9,309.6,1472.0,46.0,199.0,10.700000000000045,67712.0,9154.0,none
L,1,298.9,309.6,1583.0,39.8,202.0,10.700000000000045,63003.399999999994,8039.599999999999,none
M,2,298.9,309.6,1567.0,34.5,204.0,10.700000000000045,54061.5,7038.0,none
L,1,298.9,309.7,1407.0,41.9,207.0,10.800000000000011,58953.299999999996,8673.3,none
M,2,299.0,309.7,1418.0,44.7,209.0,10.699999999999989,63384.600000000006,9342.300000000001,none
M,2,299.0,309.7,1489.0,40.7,212.0,10.699999999999989,60602.3,8628.400000000001,none
L,1,299.1,309.9,1586.0,36.6,215.0,10.799999999999955,58047.600000000006,7869.0,none
L,1,299.1,309.8,1398.0,55.4,217.0,10.699999999999989,77449.2,12021.8,OSF
L,1,299.2,309.9,1516.0,41.4,219.0,10.699999999999989,62762.4,9066.6,none
H,0,299.3,310.0,1373.0,44.8,221.0,10.699999999999989,61510.399999999994,9900.8,none
M,2,299.2,310.0,1349.0,50.4,226.0,10.800000000000011,67989.59999999999,11390.4,none
H,0,299.1,309.9,1443.0,40.3,0.0,10.799999999999955,58152.899999999994,0.0,none
H,0,299.2,310.1,1542.0,36.1,5.0,10.900000000000034,55666.200000000004,180.5,none
L,1,299.2,310.1,1534.0,37.7,10.0,10.900000000000034,57831.8,377.0,none
L,1,299.2,310.2,1697.0,30.6,12.0,11.0,51928.200000000004,367.20000000000005,none
L,1,299.3,310.3,1396.0,47.4,14.0,11.0,66170.4,663.6,none
L,1,299.3,310.2,1495.0,49.2,16.0,10.899999999999977,73554.0,787.2,none
M,2,299.2,310.3,1551.0,44.8,18.0,11.100000000000023,69484.79999999999,806.4,none
L,1,299.2,310.3,1440.0,47.0,21.0,11.100000000000023,67680.0,987.0,none
L,1,299.2,310.3,1429.0,40.1,23.0,11.100000000000023,57302.9,922.3000000000001,none
H,0,299.3,310.4,1548.0,41.6,25.0,11.099999999999966,64396.8,1040.0,none
L,1,299.3,310.5,1505.0,38.8,30.0,11.199999999999989,58393.99999999999,1164.0,none
L,1,299.2,310.4,1611.0,36.4,32.0,11.199999999999989,58640.399999999994,1164.8,none
M,2,299.2,310.4,1502.0,39.8,34.0,11.199999999999989,59779.6,1353.1999999999998,none
M,2,299.2,310.4,1504.0,43.3,37.0,11.199999999999989,65123.2,1602.1,none
L,1,299.1,310.3,1449.0,40.7,40.0,11.199999999999989,58974.3,1628.0,none
L,1,299.0,310.2,1575.0,37.8,42.0,11.199999999999989,59534.99999999999,1587.6,none
M,2,299.0,310.2,1598.0,33.4,44.0,11.199999999999989,53373.2,1469.6,none
L,1,299.0,310.1,1416.0,45.9,47.0,11.100000000000023,64994.4,2157.2999999999997,none
L,1,299.0,310.2,1682.0,28.8,49.0,11.199999999999989,48441.6,1411.2,none
L,1,298.9,310.1,1341.0,54.5,51.0,11.200000000000045,73084.5,2779.5,none
L,1,298.9,310.1,1523.0,39.1,53.0,11.200000000000045,59549.3,2072.3,none
L,1,299.0,310.1,1580.0,41.9,55.0,11.100000000000023,66202.0,2304.5,none
L,1,299.0,310.1,1531.0,36.0,57.0,11.100000000000023,55116.0,2052.0,none
L,1,299.0,310.1,1375.0,48.9,59.0,11.100000000000023,67237.5,2885.1,none
M,2,298.9,310.1,1484.0,40.4,61.0,11.200000000000045,59953.6,2464.4,none
M,2,299.0,310.2,1657.0,32.3,64.0,11.199999999999989,53521.1,2067.2,none
L,1,299.0,310.2,1494.0,40.6,67.0,11.199999999999989,60656.4,2720.2000000000003,none
H,0,299.0,310.3,1658.0,27.6,69.0,11.300000000000011,45760.8,1904.4,none
L,1,299.1,310.3,1411.0,42.1,74.0,11.199999999999989,59403.1,3115.4,none
M,2,299.2,310.4,1395.0,55.4,76.0,11.199999999999989,77283.0,4210.4,none
L,1,299.1,310.4,1550.0,43.9,79.0,11.299999999999955,68045.0,3468.1,none
M,2,299.1,310.3,1233.0,59.0,81.0,11.199999999999989,72747.0,4779.0,none
L,1,299.1,310.3,1459.0,46.7,84.0,11.199999999999989,68135.3,3922.8,none
H,0,299.1,310.4,1405.0,53.6,86.0,11.299999999999955,75308.0,4609.6,none
L,1,299.2,310.5,1458.0,44.1,91.0,11.300000000000011,64297.8,4013.1,none
L,1,299.2,310.5,1384.0,48.7,93.0,11.300000000000011,67400.8,4529.1,none
L,1,299.2,310.5,1705.0,29.5,95.0,11.300000000000011,50297.5,2802.5,none
L,1,299.3,310.6,1443.0,45.7,97.0,11.300000000000011,65945.1,4432.900000000001,none
M,2,299.3,310.6,1609.0,31.4,99.0,11.300000000000011,50522.6,3108.6,none
L,1,299.3,310.5,1818.0,26.0,102.0,11.199999999999989,47268.0,2652.0,none
M,2,299.3,310.6,1457.0,42.1,104.0,11.300000000000011,61339.700000000004,4378.400000000001,none
L,1,299.3,310.6,1480.0,45.1,107.0,11.300000000000011,66748.0,4825.7,none
L,1,299.4,310.8,1424.0,47.7,109.0,11.400000000000034,67924.8,5199.3,none
M,2,299.4,310.8,1628.0,40.2,111.0,11.400000000000034,65445.600000000006,4462.200000000001,none
M,2,299.5,310.8,1754.0,31.3,114.0,11.300000000000011,54900.200000000004,3568.2000000000003,none
L,1,299.6,310.9,1716.0,28.5,117.0,11.299999999999955,48906.0,3334.5,none
M,2,299.5,310.9,1378.0,48.7,119.0,11.399999999999977,67108.6,5795.3,none
L,1,299.6,311.0,1708.0,31.0,122.0,11.399999999999977,52948.0,3782.0,none
L,1,299.6,311.0,1430.0,38.3,124.0,11.399999999999977,54768.99999999999,4749.2,none
M,2,299.7,311.2,1560.0,43.9,126.0,11.5,68484.0,5531.4,none
L,1,299.6,311.1,1679.0,30.7,129.0,11.5,51545.299999999996,3960.2999999999997,none
L,1,299.6,311.1,1521.0,37.2,131.0,11.5,56581.200000000004,4873.200000000001,none
M,2,299.6,311.1,1649.0,33.8,133.0,11.5,55736.2,4495.4,none
M,2,299.5,311.0,1451.0,43.3,136.0,11.5,62828.299999999996,5888.799999999999,none
L,1,299.4,310.8,1391.0,48.9,139.0,11.400000000000034,68019.9,6797.099999999999,none
M,2,299.3,310.8,1523.0,40.9,141.0,11.5,62290.7,5766.9,none
L,1,299.3,310.7,1495.0,39.2,144.0,11.399999999999977,58604.00000000001,5644.8,none
M,2,299.3,310.7,1440.0,45.5,146.0,11.399999999999977,65520.0,6643.0,none
H,0,299.4,310.8,1585.0,31.4,149.0,11.400000000000034,49769.0,4678.599999999999,none
L,1,299.5,310.8,1374.0,48.3,154.0,11.300000000000011,66364.2,7438.2,none
M,2,299.5,310.8,1507.0,40.2,156.0,11.300000000000011,60581.4,6271.200000000001,none
M,2,299.5,310.9,1577.0,34.6,159.0,11.399999999999977,54564.200000000004,5501.400000000001,none
L,1,299.5,310.9,1496.0,38.5,162.0,11.399999999999977,57596.0,6237.0,none
L,1,299.6,310.9,1487.0,42.5,164.0,11.299999999999955,63197.5,6970.0,none
L,1,299.6,310.9,1853.0,26.3,166.0,11.299999999999955,48733.9,4365.8,none
M,2,299.7,311.0,1435.0,50.1,168.0,11.300000000000011,71893.5,8416.800000000001,none
M,2,299.8,311.1,1763.0,25.5,171.0,11.300000000000011,44956.5,4360.5,none
L,1,299.8,311.1,1820.0,24.9,174.0,11.300000000000011,45318.0,4332.599999999999,none
M,2,299.8,311.1,1498.0,38.1,176.0,11.300000000000011,57073.8,6705.6,none
L,1,299.8,311.1,1603.0,35.1,179.0,11.300000000000011,56265.3,6282.900000000001,none
L,1,299.8,311.1,1412.0,42.5,181.0,11.300000000000011,60010.0,7692.5,none
L,1,299.8,311.1,1588.0,38.0,183.0,11.300000000000011,60344.0,6954.0,none
M,2,299.8,311.0,1948.0,20.0,185.0,11.199999999999989,38960.0,3700.0,none
L,1,299.7,310.9,1384.0,48.2,188.0,11.199999999999989,66708.8,9061.6,none
L,1,299.7,310.8,1589.0,36.0,190.0,11.100000000000023,57204.0,6840.0,none
M,2,299.7,310.8,1405.0,47.6,192.0,11.100000000000023,66878.0,9139.2,none
L,1,299.7,310.9,1491.0,40.1,195.0,11.199999999999989,59789.1,7819.5,none
H,0,299.7,310.8,1418.0,46.6,197.0,11.100000000000023,66078.8,9180.2,none
M,2,299.6,310.8,1603.0,35.4,202.0,11.199999999999989,56746.2,7150.799999999999,none
L,1,299.6,310.7,1922.0,23.3,205.0,11.099999999999966,44782.6,4776.5,TWF
M,2,299.5,310.7,1364.0,49.5,0.0,11.199999999999989,67518.0,0.0,none
L,1,299.4,310.7,1551.0,41.2,3.0,11.300000000000011,63901.200000000004,123.60000000000001,none
L,1,299.5,310.7,1589.0,33.5,5.0,11.199999999999989,53231.5,167.5,none
M,2,299.5,310.7,1423.0,56.5,7.0,11.199999999999989,80399.5,395.5,none
L,1,299.4,310.6,1418.0,53.1,10.0,11.200000000000045,75295.8,531.0,none
M,2,299.3,310.5,1404.0,47.5,12.0,11.199999999999989,66690.0,570.0,none
L,1,299.3,310.5,1281.0,59.8,15.0,11.199999999999989,76603.8,897.0,none
L,1,299.3,310.5,1529.0,41.3,17.0,11.199999999999989,63147.7,702.0999999999999,none
M,2,299.3,310.5,1563.0,42.1,19.0,11.199999999999989,65802.3,799.9,none
L,1,299.4,310.6,1348.0,54.5,22.0,11.200000000000045,73466.0,1199.0,none
M,2,299.3,310.5,1462.0,40.5,24.0,11.199999999999989,59211.0,972.0,none
H,0,299.3,310.4,1510.0,45.5,27.0,11.099999999999966,68705.0,1228.5,none
L,1,299.2,310.4,1472.0,43.3,32.0,11.199999999999989,63737.6,1385.6,none
M,2,299.2,310.4,1325.0,52.0,34.0,11.199999999999989,68900.0,1768.0,none
L,1,299.2,310.4,1570.0,37.3,37.0,11.199999999999989,58560.99999999999,1380.1,none
L,1,299.2,310.4,1379.0,46.8,39.0,11.199999999999989,64537.2,1825.1999999999998,none
L,1,299.1,310.2,1352.0,52.8,41.0,11.099999999999966,71385.59999999999,2164.7999999999997,none
L,1,299.1,310.3,1727.0,28.7,43.0,11.199999999999989,49564.9,1234.1,none
H,0,299.0,310.1,1432.0,50.0,45.0,11.100000000000023,71600.0,2250.0,none
L,1,298.9,310.1,1466.0,43.4,50.0,11.200000000000045,63624.4,2170.0,none
L,1,298.9,310.1,1510.0,38.0,52.0,11.200000000000045,57380.0,1976.0,none
L,1,299.0,310.2,1490.0,41.1,54.0,11.199999999999989,61239.0,2219.4,none
L,1,299.0,310.1,1463.0,37.4,56.0,11.100000000000023,54716.2,2094.4,none
M,2,298.9,310.0,1561.0,45.3,58.0,11.100000000000023,70713.29999999999,2627.3999999999996,none
L,1,298.9,310.1,2109.0,18.0,61.0,11.200000000000045,37962.0,1098.0,none
L,1,298.9,310.2,1705.0,32.5,63.0,11.300000000000011,55412.5,2047.5,none
M,2,298.9,310.1,1549.0,40.2,65.0,11.200000000000045,62269.8,2613.0,none
H,0,299.0,310.2,1637.0,38.0,68.0,11.199999999999989,62206.0,2584.0,none
M,2,298.9,310.1,1484.0,37.9,73.0,11.200000000000045,56243.6,2766.7,none
L,1,298.9,310.1,1401.0,44.4,76.0,11.200000000000045,62204.4,3374.4,none
L,1,298.9,310.1,1571.0,36.8,78.0,11.200000000000045,57812.799999999996,2870.3999999999996,none
M,2,298.9,310.1,1513.0,41.5,80.0,11.200000000000045,62789.5,3320.0,none
L,1,299.0,310.1,1470.0,40.3,83.0,11.100000000000023,59240.99999999999,3344.8999999999996,none
L,1,299.0,310.1,1505.0,41.3,85.0,11.100000000000023,62156.49999999999,3510.4999999999995,none
L,1,299.0,310.2,1432.0,42.2,87.0,11.199999999999989,60430.4,3671.4,none
M,2,299.0,310.2,1625.0,31.8,89.0,11.199999999999989,51675.0,2830.2000000000003,none
L,1,299.0,310.2,1377.0,62.5,92.0,11.199999999999989,86062.5,5750.0,PWF
M,2,299.1,310.3,1441.0,43.9,94.0,11.199999999999989,63259.9,4126.599999999999,none
M,2,299.0,310.2,1564.0,39.9,97.0,11.199999999999989,62403.6,3870.2999999999997,none
L,1,298.9,310.1,1580.0,37.3,100.0,11.200000000000045,58933.99999999999,3729.9999999999995,none
L,1,299.0,310.2,1516.0,35.3,102.0,11.199999999999989,53514.799999999996,3600.6,none
L,1,299.0,310.1,1447.0,42.8,104.0,11.100000000000023,61931.6,4451.2,none
M,2,298.9,310.0,1323.0,52.9,106.0,11.100000000000023,69986.7,5607.4,none
L,1,298.9,310.0,1470.0,45.9,109.0,11.100000000000023,67473.0,5003.099999999999,none
M,2,299.0,310.0,2049.0,19.5,111.0,11.0,39955.5,2164.5,none
L,1,298.9,310.0,1794.0,27.2,114.0,11.100000000000023,48796.799999999996,3100.7999999999997,none
L,1,298.9,310.1,1356.0,47.8,116.0,11.200000000000045,64816.799999999996,5544.799999999999,none
H,0,299.0,310.1,1555.0,38.6,118.0,11.100000000000023,60023.0,4554.8,none
M,2,299.0,310.1,1487.0,47.5,123.0,11.100000000000023,70632.5,5842.5,none
M,2,299.0,310.0,1341.0,58.9,126.0,11.0,78984.9,7421.4,none
M,2,298.9,310.0,1487.0,36.6,129.0,11.100000000000023,54424.200000000004,4721.400000000001,none
H,0,299.0,310.0,1569.0,34.3,132.0,11.0,53816.7,4527.599999999999,none
